Date, Variable, National, Bomi County, Bong County, Gbarpolu County, Grand Bassa, Grand Cape Mount, Grand Gedeh, Grand Kru, Lofa County, Margibi County, Maryland County, Montserrado County, Nimba County, River Gee County, RiverCess County, Sinoe County
10/23/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/23/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/23/2014,"Cumulative confirmed, probable and suspected cases",6248,173,264,12,121,59,4,27,623,1119,14,3497,280,18,10,27
10/24/14,Specimens collected,,,,,,,,,,,,,,,,
10/24/14,Specimens pending for testing,,,,,,,,,,,,,,,,
10/24/14,Total specimens tested,,,,,,,,,,,,,,,,
10/24/14,Newly reported deaths,40,,5,0,0,0,2,2,2,0,0,29,0,0,0,0
10/24/14,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/24/14,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/24/14,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/24/14,"Total death/s in confirmed, probable, suspected cases",2104,47,41,3,49,24,2,20,342,457,8,1060,26,7,8,10
10/24/14,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/24/14,Newly reported contacts,241,0,0,0,6,0,0,20,0,10,0,205,0,0,0,0
10/24/14,Total contacts listed,,,,,,,,,,,,,,,,
10/24/14,Currently under follow-up,7561,0,0,0,12,0,0,0,298,1780,0,4990,480,0,1,0
10/24/14,Contacts seen,7476,0,0,0,12,0,0,0,298,1780,0,4906,480,0,0,0
10/24/14,"Contacts who completed 21 day follow-up",232,0,0,0,0,0,0,0,21,0,0,205,6,0,0,0
10/24/14,Contacts lost to follow-up,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1
10/24/14,New admissions,,,,,,,,,,,,,,,,
10/24/14,"Total no. currently in Treatment Units",324,,,,,,,,,,,,,,,
10/24/14,Total discharges,,,,,,,,,,,,,,,,
10/24/14,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/24/14,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/14,Cumulative cases among HCW,299,11,23,0,5,4,0,0,22,66,1,153,11,2,0,1
10/24/14,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/14,Cumulative deaths among HCW,123,6,8,0,2,1,0,0,16,30,0,58,2,0,0,0
10/24/14,New Case/s (Suspected),23,,3,0,0,0,0,0,0,1,0,19,0,0,0,0
10/24/14,New Case/s (Probable),12,,0,0,0,0,0,0,0,1,0,11,0,0,0,0
10/24/14,New case/s (confirmed),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/24/14,Total suspected cases,2429,75,161,6,36,28,2,12,168,347,10,1480,82,7,5,10
10/24/14,Total probable cases,1592,,38,35,2,69,9,0,13,151,493,2,672,100,4,1
10/24/14,Total confirmed cases,2232,60,69,4,16,22,2,2,304,279,2,1349,98,7,4,14
10/24/14,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/24/14,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/24/14,"Cumulative confirmed, probable and suspected cases",6253,173,265,12,121,59,4,27,623,1119,14,3501,280,18,10,27
10/25/2014,Specimens collected,,,,,,,,,,,,,,,,
10/25/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/25/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/25/2014,Newly reported deaths,24,0,0,0,0,0,0,0,4,0,0,20,0,0,0,0
10/25/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/25/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/25/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/25/2014,"Total death/s in confirmed, probable, suspected cases",2106,47,41,3,49,24,2,20,342,457,10,1060,26,7,8,10
10/25/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/25/2014,Newly reported contacts,361,,,,,30,0,0,9,38,0,284,0,0,0,0
10/25/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/25/2014,Currently under follow-up,7267,,,,,263,0,0,286,1790,0,4838,0,0,0,90
10/25/2014,Contacts seen,7254,,,,,261,0,0,286,1790,0,4827,0,0,0,90
10/25/2014,"Contacts who completed 21 day follow-up",214,,,,,0,4,0,27,20,0,163,0,0,0,0
10/25/2014,Contacts lost to follow-up,21,,,,,21,0,0,0,0,0,0,0,0,0,0
10/25/2014,New admissions,,,,,,,,,,,,,,,,
10/25/2014,"Total no. currently in Treatment Units",283,,,,,,,,2,,,281,,,,
10/25/2014,Total discharges,,,,,,,,,,,,,,,,
10/25/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/25/2014,Newly Reported Cases in HCW,0,,,,,0,0,,0,,0,0,,,,
10/25/2014,Cumulative cases among HCW,299,11,23,0,5,4,0,0,22,66,1,153,11,2,0,1
10/25/2014,Newly Reported deaths in HCW,0,,,,,0,0,,0,,0,0,,,,
10/25/2014,Cumulative deaths among HCW,123,6,8,0,2,1,0,0,16,30,0,58,2,0,0,0
10/25/2014,New Case/s (Suspected),12,,,,,0,0,,2,9,,20,,,0,
10/25/2014,New Case/s (Probable),18,,,,,0,0,,0,1,,11,,,0,
10/25/2014,New case/s (confirmed),1,,,,,0,0,,1,0,,0,,,0,
10/25/2014,Total suspected cases,2431,75,161,6,34,28,2,12,168,349,12,1480,82,7,5,10
10/25/2014,Total probable cases,1596,38,35,2,69,9,0,13,151,497,2,672,100,4,1,3
10/25/2014,Total confirmed cases,2240,60,69,4,17,22,2,2,304,286,2,1349,98,7,4,14
10/25/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/25/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/25/2014,"Cumulative confirmed, probable and suspected cases",6267,173,265,12,120,59,4,27,623,1132,16,3501,280,18,10,27
10/28/2014,Specimens collected,,,,,,,,,,,,,,,,
10/28/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/28/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/28/2014,Newly reported deaths,30,0,2,1,0,0,0,2,1,1,0,23,0,0,0,0
10/28/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/28/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/28/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/28/2014,"Total death/s in confirmed, probable, suspected cases",2471,79,3,50,28,3,22,344,489,11,1308,37,3,8,8,10
10/28/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/28/2014,Newly reported contacts,201,0,0,0,0,16,0,0,0,0,0,185,0,0,0,0
10/28/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/28/2014,Currently under follow-up,5396,470,39,73,0,187,0,0,169,0,11,4341,0,0,23,83
10/28/2014,Contacts seen,5354,468,39,47,0,187,0,0,169,0,11,4327,0,0,23,83
10/28/2014,"Contacts who completed 21 day follow-up",936,216,31,117,0,172,0,0,0,0,35,358,0,0,0,7
10/28/2014,Contacts lost to follow-up,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
10/28/2014,New admissions,,,,,,,,,,,,,,,,
10/28/2014,"Total no. currently in Treatment Units",209,,22,,,,,,,,,187,,,,
10/28/2014,Total discharges,,,,,,,,,,,,,,,,
10/28/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/28/2014,Newly Reported Cases in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2014,Cumulative cases among HCW,305,11,23,0,6,4,0,0,22,67,1,157,11,2,0,1
10/28/2014,Newly Reported deaths in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/28/2014,Cumulative deaths among HCW,146,8,11,0,2,1,0,0,16,35,0,71,2,0,0,0
10/28/2014,New Case/s (Suspected),30,0,6,1,0,1,0,0,1,3,0,18,0,0,0,0
10/28/2014,New Case/s (Probable),25,0,0,0,1,0,0,0,0,7,0,13,0,0,0,4
10/28/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
10/28/2014,Total suspected cases,2452,60,160,6,38,26,2,14,168,355,12,1505,82,7,7,10
10/28/2014,Total probable cases,1642,44,35,2,69,10,0,14,151,490,2,690,126,4,2,3
10/28/2014,Total confirmed cases,2304,70,73,4,16,23,2,2,304,289,2,1395,99,7,4,14
10/28/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/28/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/28/2014,"Cumulative confirmed, probable and suspected cases",6398,174,268,12,123,59,4,30,623,1134,16,3590,307,18,13,27
10/29/2014,Specimens collected,,,,,,,,,,,,,,,,
10/29/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/29/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/29/2014,Newly reported deaths,20,0,1,0,0,0,0,0,0,1,0,17,1,0,2,0
10/29/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/29/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/29/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/29/2014,"Total death/s in confirmed, probable, suspected cases",2609,84,77,3,50,31,3,22,345,504,14,1408,39,8,11,10
10/29/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/29/2014,Newly reported contacts,299,1,30,0,0,0,3,1,0,0,0,242,0,0,22,0
10/29/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/29/2014,Currently under follow-up,7220,468,69,0,0,187,0,0,169,1790,11,4180,224,0,39,83
10/29/2014,Contacts seen,6823,468,69,0,0,0,0,0,0,1790,0,4150,224,0,39,83
10/29/2014,"Contacts who completed 21 day follow-up",571,223,0,0,0,0,0,0,43,0,0,91,214,0,0,0
10/29/2014,Contacts lost to follow-up,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
10/29/2014,New admissions,,,,,,,,,,,,,,,,
10/29/2014,"Total no. currently in Treatment Units",204,,25,,,,,,3,,,166,10,,,
10/29/2014,Total discharges,,,,,,,,,,,,,,,,
10/29/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/29/2014,Newly Reported Cases in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2014,Cumulative cases among HCW,305,11,23,0,6,4,0,0,22,67,1,157,11,2,0,1
10/29/2014,Newly Reported deaths in HCW,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0
10/29/2014,Cumulative deaths among HCW,146,8,11,0,2,1,0,0,16,35,0,71,2,0,0,0
10/29/2014,New Case/s (Suspected),48,1,5,0,1,0,1,1,0,1,0,37,0,0,1,0
10/29/2014,New Case/s (Probable),21,0,0,0,1,0,0,0,0,6,0,14,0,0,0,0
10/29/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
10/29/2014,Total suspected cases,2447,62,160,6,39,25,2,14,168,360,13,1493,81,7,7,10
10/29/2014,Total probable cases,1612,43,35,2,70,9,0,14,151,478,2,674,125,4,2,3
10/29/2014,Total confirmed cases,2395,72,73,4,16,25,2,2,304,299,3,1469,101,7,4,14
10/29/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/29/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/29/2014,"Cumulative confirmed, probable and suspected cases",6454,177,268,12,125,59,4,30,623,1137,18,3636,307,18,13,27
10/30/2014,Specimens collected,,,,,,,,,,,,,,,,
10/30/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/30/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/30/2014,Newly reported deaths,29,0,1,,0,1,,0,0,3,0,24,0,0,0,0
10/30/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/30/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/30/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/30/2014,"Total death/s in confirmed, probable, suspected cases",2636,84,76,3,50,43,3,22,345,508,14,1419,39,8,12,10
10/30/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/30/2014,Newly reported contacts,274,1,48,,0,1,,0,0,0,0,224,0,0,0,0
10/30/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/30/2014,Currently under follow-up,7297,468,117,,11,188,,0,114,1783,0,4273,224,0,39,80
10/30/2014,Contacts seen,7013,468,117,,11,188,,0,114,1783,0,4252,0,0,0,80
10/30/2014,"Contacts who completed 21 day follow-up",94,0,0,,1,0,,0,0,0,0,93,0,0,0,0
10/30/2014,Contacts lost to follow-up,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10/30/2014,New admissions,34,0,0,,,,,,0,,,34,0,,,
10/30/2014,"Total no. currently in Treatment Units",279,0,25,,,,,,0,,,244,10,,,
10/30/2014,Total discharges,53,0,0,,,,,,0,,,47,6,,,
10/30/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/30/2014,Newly Reported Cases in HCW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/30/2014,Cumulative cases among HCW,156,9,12,0,2,2,0,0,16,36,0,77,2,0,0,0
10/30/2014,Newly Reported deaths in HCW,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10/30/2014,Cumulative deaths among HCW,315,11,23,0,6,5,0,0,22,68,1,165,11,2,0,1
10/30/2014,New Case/s (Suspected),28,1,6,,0,0,,0,0,4,0,17,0,0,0,0
10/30/2014,New Case/s (Probable),16,0,2,,0,3,,0,0,4,0,6,1,0,0,0
10/30/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
10/30/2014,Total suspected cases,2438,61,150,6,39,28,2,14,168,364,13,1489,79,7,8,10
10/30/2014,Total probable cases,1610,43,33,2,70,19,0,13,151,474,2,671,123,4,2,3
10/30/2014,Total confirmed cases,2437,73,78,4,16,27,2,3,304,310,3,1486,106,7,4,14
10/30/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/30/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
10/30/2014,"Cumulative confirmed, probable and suspected cases",6485,177,261,12,125,74,4,30,623,1148,18,3646,308,18,14,27
10/31/2014,Specimens collected,,,,,,,,,,,,,,,,
10/31/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
10/31/2014,Total specimens tested,,,,,,,,,,,,,,,,
10/31/2014,Newly reported deaths,41,,8,1,0,1,0,0,0,2,0,29,0,,0,0
10/31/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
10/31/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
10/31/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
10/31/2014,"Total death/s in confirmed, 
 probable, suspected cases",2697,85,77,3,50,43,3,22,346,516,14,1464,44,8,12,10
10/31/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
10/31/2014,Newly reported contacts,199,,0,0,0,0,,0,0,6,0,192,0,,1,0
10/31/2014,Total contacts listed,,,,,,,,,,,,,,,,
10/31/2014,Currently under follow-up,7080,,117,0,11,188,,0,114,1786,0,4520,224,,40,80
10/31/2014,Contacts seen,6301,,0,0,11,0,,0,0,1786,0,4503,0,,1,0
10/31/2014,"Contacts who completed 21 day 
 follow-up",136,,0,0,1,0,,0,0,7,0,127,0,,1,0
10/31/2014,Contacts lost to follow-up,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
10/31/2014,New admissions,37,,0,,,,,,0,,,37,0,,,
10/31/2014,"Total no. currently in Treatment 
 Units",299,,25,,,,,,0,,,264,10,,,
10/31/2014,Total discharges,17,,0,,,,,,0,,,11,6,,,
10/31/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
10/31/2014,Newly Reported Cases in HCW,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
10/31/2014,Cumulative cases among HCW,315,11,23,0,6,5,0,0,22,68,1,164,12,2,0,1
10/31/2014,Newly Reported deaths in HCW,0,,0,0,0,0,,0,0,0,0,0,0,,0,0
10/31/2014,Cumulative deaths among HCW,157,9,12,0,2,2,0,0,16,37,0,77,2,0,0,0
10/31/2014,New Case/s (Suspected),18,,0,0,0,0,,0,0,1,0,17,0,,0,0
10/31/2014,New Case/s (Probable),14,,0,0,0,0,,0,0,4,0,9,1,,0,0
10/31/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
10/31/2014,Total suspected cases,2447,61,150,6,39,28,2,14,168,368,13,1494,79,7,8,10
10/31/2014,Total probable cases,1627,43,33,2,68,19,0,13,151,478,2,676,133,4,2,3
10/31/2014,Total confirmed cases,73,78,4,18,27,2,3,304,312,3,1496,106,7,4,14,
10/31/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
10/31/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
10/31/2014,"Cumulative confirmed, probable and suspected cases",6525,177,261,12,125,74,4,30,623,1158,18,3666,318,18,14,27
11/2/2014,Specimens collected,,,,,,,,,,,,,,,,
11/2/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/2/2014,Total specimens tested,88,,,,,,,,,,,,,,,
11/2/2014,Newly reported deaths,8,1,3,0,0,0,0,0,0,0,0,4,0,0,0,0
11/2/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/2/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/2/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/2/2014,"Total death/s in confirmed, probable, suspected cases",2700,85,77,3,50,43,3,22,346,516,14,1465,44,8,14,10
11/2/2014,"Case Fatality Rate (CFR) - Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/2/2014,Newly reported contacts,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
11/2/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/2/2014,Currently under follow-up,6919,0,102,0,11,188,0,0,114,1791,0,4419,173,0,41,80
11/2/2014,Contacts seen,6464,0,102,0,0,0,0,0,0,1791,0,4398,173,0,0,0
11/2/2014,"Contacts who completed 21 day follow-up",169,0,15,0,0,0,0,0,0,0,0,154,0,0,0,0
11/2/2014,Contacts lost to follow-up,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/2014,New admissions,17,,2,,,,,,0,,,13,2,,,
11/2/2014,"Total no. currently in Treatment Units",235,,18,,,,,,0,,,211,6,,,
11/2/2014,Total discharges,12,,9,,,,,,0,,,3,0,,,
11/2/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/2/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/2014,Cumulative cases among HCW,316,11,23,0,6,5,0,0,22,68,1,165,12,2,0,1
11/2/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/2/2014,Cumulative deaths among HCW,157,9,12,0,2,2,0,0,16,37,0,77,2,0,0,0
11/2/2014,New Case/s (Suspected),18,0,13,0,0,0,0,0,0,0,0,5,0,0,0,0
11/2/2014,New Case/s (Probable),9,0,5,0,0,0,0,0,0,0,0,2,2,0,0,0
11/2/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/2/2014,Total suspected cases,2445,61,150,6,39,28,2,14,168,367,13,1492,79,7,9,10
11/2/2014,Total probable cases,1623,42,33,2,68,19,0,13,151,476,2,675,133,4,2,3
11/2/2014,Total confirmed cases,2456,74,78,4,18,27,2,3,304,312,3,1499,106,7,5,14
11/2/2014,"Total Number of Confirmed Cases of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/2/2014,"Total Number of Confirmed Cases of Guinean Nationality",,,,,,,,,,,,,,,,
11/2/2014,"Cumulative confirmed, probable and suspected cases",6524,177,261,12,125,74,4,30,623,1155,18,3666,318,18,16,27
11/4/2014,Specimens collected,91,,,,,,,,,,,,,,,
11/4/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/4/2014,Total specimens tested,,,,,,,,,,,,,,,,
11/4/2014,Newly reported deaths,24,0,0,1,0,3,0,1,0,1,0,18,0,0,0,0
11/4/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/4/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/4/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/4/2014,"Total death/s in confirmed, 
 probable, suspected cases",1179,50,38,2,6,14,1,3,214,145,3,663,26,5,4,5
11/4/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/4/2014,Newly reported contacts,186,0,0,0,1,1,0,5,0,6,0,173,0,0,0,0
11/4/2014,Total contacts listed,5695,39,102,48,40,211,0,5,89,1730,11,3199,173,0,0,48
11/4/2014,Currently under follow-up,,,,,,,,,,,,,,,,
11/4/2014,Contacts seen,5570,0,102,48,40,211,0,5,89,1730,0,3196,101,0,0,48
11/4/2014,"Contacts who completed 21 day 
 follow-up",373,0,0,12,0,0,0,0,0,92,35,150,52,0,0,32
11/4/2014,Contacts lost to follow-up,4,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
11/4/2014,New admissions,28,,1,,,,,,0,,,25,2,,,
11/4/2014,"Total no. currently in Treatment 
 Units",230,,15,,,,,,1,,,205,6,,,
11/4/2014,Total discharges,11,,3,,,,,,0,,,8,0,,,
11/4/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/4/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/2014,Cumulative cases among HCW,318,11,23,0,6,5,0,0,22,68,1,167,12,,,
11/4/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/4/2014,Cumulative deaths among HCW,,,,,,,,,,,,,,,,
11/4/2014,New Case/s (Suspected),23,0,2,6,0,1,0,0,0,2,0,12,0,0,0,0
11/4/2014,New Case/s (Probable),3,0,0,0,0,0,0,0,0,2,0,18,0,0,0,0
11/4/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/4/2014,Total suspected cases,1629,42,32,2,67,21,0,13,151,475,2,683,132,4,2,3
11/4/2014,Total probable cases,2514,82,88,6,20,27,2,3,322,317,4,1508,109,7,5,14
11/4/2014,Total confirmed cases,2766,92,79,5,50,43,3,22,365,520,14,1493,48,8,14,10
11/4/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/4/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/4/2014,"Cumulative confirmed, probable and suspected cases",6619,188,267,15,127,76,4,30,642,1159,18,3711,320,18,17,27
11/8/2014,Specimens collected,,,,,,,,,,,,,,,,
11/8/2014,Specimens pending for testing,,,,,,,,,,,,,,,,
11/8/2014,Total specimens tested,73,,,,,,,,,,,,,,,
11/8/2014,Newly reported deaths,14,1,0,1,0,0,1,0,1,1,0,7,0,0,2,0
11/8/2014,Total death/s in confirmed cases,,,,,,,,,,,,,,,,
11/8/2014,Total death/s in probable cases,,,,,,,,,,,,,,,,
11/8/2014,Total death/s in suspected cases,,,,,,,,,,,,,,,,
11/8/2014,"Total death/s in confirmed, 
 probable, suspected cases",,,,,,,,,,,,,,,,
11/8/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",,,,,,,,,,,,,,,,
11/8/2014,Newly reported contacts,189,0,0,0,5,0,0,0,32,55,0,97,0,0,0,0
11/8/2014,Total contacts listed,,,,,,,,,,,,,,,,
11/8/2014,Currently under follow-up,6222,212,100,58,50,250,0,0,128,1881,11,3280,123,0,81,48
11/8/2014,Contacts seen,5957,0,100,45,50,250,0,0,128,1881,0,3251,123,0,81,48
11/8/2014,"Contacts who completed 21 day 
 follow-up",246,0,0,0,0,2,0,0,0,0,0,181,58,0,5,0
11/8/2014,Contacts lost to follow-up,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11/8/2014,New admissions,28,,0,,,,,,0,,,28,0,,,
11/8/2014,"Total no. currently in Treatment 
 Units",205,,28,,,,,,0,,,167,9,,,
11/8/2014,Total discharges,14,,0,,,,,,1,,,13,0,,,
11/8/2014,Cumulative admission/isolation,,,,,,,,,,,,,,,,
11/8/2014,Newly Reported Cases in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2014,Cumulative cases among HCW,329,11,28,0,6,7,1,0,22,69,1,169,12,2,0,1
11/8/2014,Newly Reported deaths in HCW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/8/2014,Cumulative deaths among HCW,162,9,15,0,2,3,0,0,16,37,0,78,2,0,0,0
11/8/2014,New Case/s (Suspected),15,0,0,7,0,0,1,0,1,2,0,3,0,0,1,0
11/8/2014,New Case/s (Probable),13,0,0,0,0,2,0,0,0,3,0,8,0,0,0,0
11/8/2014,New case/s (confirmed),,,,,,,,,,,,,,,,
11/8/2014,Total suspected cases,2582,66,173,7,44,41,7,15,169,386,12,1554,80,7,11,10
11/8/2014,Total probable cases,1687,42,32,2,72,23,2,14,151,485,2,710,135,4,8,5
11/8/2014,Total confirmed cases,2553,91,97,6,20,28,2,4,322,321,4,1515,109,7,10,17
11/8/2014,"Total Number of Confirmed Cases 
 of Sierra Leonean Nationality",,,,,,,,,,,,,,,,
11/8/2014,"Total Number of Confirmed Cases 
 of Guinean Nationality",,,,,,,,,,,,,,,,
11/8/2014,"Cumulative confirmed, probable and suspected cases",6822,199,302,15,136,92,11,33,642,1192,18,3779,324,18,29,32
11/14/2014,Specimens collected,0,,,,,,,,,,,,,,,
11/14/2014,Specimens pending for testing,0,,,,,,,,,,,,,,,
11/14/2014,Total specimens tested,0,,,,,,,,,,,,,,,
11/14/2014,Newly reported deaths,20,0,2,0,0,5,0,0,1,0,1,11,0,0,0,0
11/14/2014,Total death/s in confirmed cases,0,,,,,,,,,,,,,,,
11/14/2014,Total death/s in probable cases,0,,,,,,,,,,,,,,,
11/14/2014,Total death/s in suspected cases,0,,,,,,,,,,,,,,,
11/14/2014,"Total death/s in confirmed, 
 probable, suspected cases",2960,153,88,5,54,54,4,25,375,535,15,1559,50,8,24,11
11/14/2014,"Case Fatality Rate (CFR) - 
 Confirmed & Probable Cases",0,,,,,,,,,,,,,,,
11/14/2014,Newly reported contacts,91,0,0,0,0,0,0,0,0,4,1,86,0,0,0,0
11/14/2014,Total contacts listed,0,,,,,,,,,,,,,,,
11/14/2014,Currently under follow-up,5566,0,169,54,43,184,0,0,139,1929,1,2882,51,0,91,23
11/14/2014,Contacts seen,5506,0,169,46,0,184,0,0,139,1929,1,2873,51,0,91,23
11/14/2014,"Contacts who completed 21 day 
 follow-up",156,0,6,0,0,0,0,1,0,0,0,149,0,0,0,0
11/14/2014,Contacts lost to follow-up,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
11/14/2014,New admissions,31,0,4,,,,,,0,,,27,0,,,
11/14/2014,"Total no. currently in Treatment 
 Units",211,6,24,,,,,,0,,,172,9,,,
11/14/2014,Total discharges,19,0,6,,,,,,0,,,13,0,,,
11/14/2014,Cumulative admission/isolation,0,,,,,,,,,,,,,,,
11/14/2014,Newly Reported Cases in HCW,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11/14/2014,Cumulative cases among HCW,340,18,28,0,7,7,1,0,22,69,1,172,12,2,0,1
